chapter,line,character,pinyin,locked_term,expected_rendering,rendering_present,alignment_confidence,alignment_method,our_english_for_this_line
38,2,德,dé,德,integrity,yes,0.3,proportional,"The lowest integrity does not lose integrity, and so it has none."
38,2,德,dé,德,integrity,yes,0.3,proportional,"The lowest integrity does not lose integrity, and so it has none."
38,2,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"The lowest integrity does not lose integrity, and so it has none."
38,3,德,dé,德,integrity,yes,0.3,proportional,"The highest integrity is non-doing, and has nothing it acts for."
38,3,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"The highest integrity is non-doing, and has nothing it acts for."
38,3,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"The highest integrity is non-doing, and has nothing it acts for."
38,3,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"The highest integrity is non-doing, and has nothing it acts for."
38,3,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"The highest integrity is non-doing, and has nothing it acts for."
38,4,德,dé,德,integrity,yes,0.3,proportional,"The lowest integrity acts, and has something it acts for."
38,4,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"The lowest integrity acts, and has something it acts for."
38,4,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The lowest integrity acts, and has something it acts for."
38,4,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The lowest integrity acts, and has something it acts for."
38,5,仁,rén,仁,humaneness,yes,0.3,proportional,"The highest humaneness acts, and has nothing it acts for."
38,5,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The highest humaneness acts, and has nothing it acts for."
38,5,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The highest humaneness acts, and has nothing it acts for."
38,5,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"The highest humaneness acts, and has nothing it acts for."
38,6,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"The highest duty acts, and has something it acts for."
38,6,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The highest duty acts, and has something it acts for."
38,6,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The highest duty acts, and has something it acts for."
38,7,為,wéi,為,do / handle / serve as,NOT FOUND,0.2,proportional-fill,"The highest duty acts, and has something it acts for."
38,9,德,dé,德,integrity,NOT FOUND,0.3,proportional,so it bares its arms and drags them along.
38,9,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,so it bares its arms and drags them along.
38,10,仁,rén,仁,humaneness,NOT FOUND,0.3,proportional,"So when the Tao is lost, then integrity."
38,10,德,dé,德,integrity,yes,0.3,proportional,"So when the Tao is lost, then integrity."
38,11,仁,rén,仁,humaneness,yes,0.3,proportional,"When integrity is lost, then humaneness."
38,13,信,xìn,信,trust / trustworthy,NOT FOUND,0.3,proportional,"When duty is lost, then ritual."
38,13,忠,zhōng,信,loyalty,NOT FOUND,0.3,proportional,"When duty is lost, then ritual."
38,15,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"Ritual is the thinning of loyalty and trust, and the head of disorder."
39,1,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,"From the very beginning, these things draw from the one:"
39,2,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,The sky draws from the one and becomes clear.
39,2,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,The sky draws from the one and becomes clear.
39,3,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,Earth draws from the one and becomes solid.
39,4,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,Spirit draws from the one and becomes vital.
39,5,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,Valleys draw from the one and become lush.
39,6,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,The countless things draw from the one and come into being.
39,6,物,wù,萬物,things / something,yes,1.0,exact-count,The countless things draw from the one and come into being.
39,6,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,The countless things draw from the one and come into being.
39,6,萬,Wàn,萬物,countless,yes,1.0,exact-count,The countless things draw from the one and come into being.
39,7,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,Rulers draw from the one and become true anchors for the world.
39,7,侯,Hóu,王,ruler (inside 侯王),NOT FOUND,1.0,exact-count,Rulers draw from the one and become true anchors for the world.
39,7,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,Rulers draw from the one and become true anchors for the world.
39,7,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,Rulers draw from the one and become true anchors for the world.
39,7,王,wáng,王,ruler / sovereign · to rule (verb),yes,1.0,exact-count,Rulers draw from the one and become true anchors for the world.
39,9,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,"If the sky lacked clarity, it would be obliterated."
39,9,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"If the sky lacked clarity, it would be obliterated."
39,10,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"If the earth lacked solidity, it would disintegrate."
39,11,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"If spirit lacked vitality, it would fade away."
39,12,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"If valleys lacked lushness, they would dry up."
39,13,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"If the countless things lacked presence, they would cease to exist."
39,13,物,wù,萬物,things / something,yes,1.0,exact-count,"If the countless things lacked presence, they would cease to exist."
39,13,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"If the countless things lacked presence, they would cease to exist."
39,13,萬,Wàn,萬物,countless,yes,1.0,exact-count,"If the countless things lacked presence, they would cease to exist."
39,14,侯,Hóu,王,ruler (inside 侯王),NOT FOUND,1.0,exact-count,"If rulers lost their anchoring, they would fall."
39,14,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"If rulers lost their anchoring, they would fall."
39,14,王,wáng,王,ruler / sovereign · to rule (verb),yes,1.0,exact-count,"If rulers lost their anchoring, they would fall."
39,15,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,"Therefore, the noble is rooted in the humble."
39,16,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,The high is grounded in the low.
39,17,侯,hóu,王,ruler (inside 侯王),NOT FOUND,1.0,exact-count,"This is why rulers call themselves orphaned, meager, and unworthy."
39,17,王,wáng,王,ruler / sovereign · to rule (verb),yes,1.0,exact-count,"This is why rulers call themselves orphaned, meager, and unworthy."
39,18,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,Isn’t this recognizing the lowly as the root? Isn’t it?
39,19,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"Therefore, the highest praise is to have no praise."
40,1,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,Returning is the Tao’s movement;
40,2,弱,Ruò,弱,yielding — and *weaken* only where it takes an object,NOT FOUND,1.0,exact-count,Yielding is the Tao’s use.
40,2,用,yòng,無 & 有,use,yes,1.0,exact-count,Yielding is the Tao’s use.
40,2,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,Yielding is the Tao’s use.
40,3,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,The countless things of the world are born from presence;
40,3,有,yǒu,無 & 有,presence,yes,1.0,exact-count,The countless things of the world are born from presence;
40,3,物,wù,萬物,things / something,yes,1.0,exact-count,The countless things of the world are born from presence;
40,3,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,The countless things of the world are born from presence;
40,3,萬,wàn,萬物,countless,yes,1.0,exact-count,The countless things of the world are born from presence;
40,4,有,Yǒu,無 & 有,presence,yes,1.0,exact-count,Presence is born from absence.
40,4,無,wú,無 & 有,absence,yes,1.0,exact-count,Presence is born from absence.
40,4,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,Presence is born from absence.
41,1,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,The highest student hears the Tao and practices it with diligence.
41,2,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"The average student hears the Tao and keeps some, forgets some."
41,3,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,The lowest student hears the Tao and laughs aloud at it.
41,4,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,"If it weren’t laughed at, the Tao wouldn’t be what it is."
41,4,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"If it weren’t laughed at, the Tao wouldn’t be what it is."
41,5,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"Therefore, it is said:"
41,6,明,Míng,明,clear-seeing / clarity,NOT FOUND,1.0,exact-count,"Bright Tao seems dark, advancing Tao seems to retreat, smooth Tao seems rough."
41,6,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"Bright Tao seems dark, advancing Tao seems to retreat, smooth Tao seems rough."
41,6,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"Bright Tao seems dark, advancing Tao seems to retreat, smooth Tao seems rough."
41,6,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"Bright Tao seems dark, advancing Tao seems to retreat, smooth Tao seems rough."
41,7,德,dé,德,integrity,yes,1.0,exact-count,"The highest integrity seems like a valley, and true purity seems soiled."
41,8,德,dé,德,integrity,yes,1.0,exact-count,"Vast integrity seems insufficient, well-founded integrity seems slack, and the most solid truth seems to waver."
41,8,德,dé,德,integrity,yes,1.0,exact-count,"Vast integrity seems insufficient, well-founded integrity seems slack, and the most solid truth seems to waver."
41,9,器,qì,器,vessel / tool / implement,yes,1.0,exact-count,"The great square has no corners, the great vessel is never completed,"
41,9,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"The great square has no corners, the great vessel is never completed,"
41,10,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"The great sound can barely be heard, the great image has no form."
41,11,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,The Tao is hidden and nameless.
41,11,道,Dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,The Tao is hidden and nameless.
41,12,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,1.0,exact-count,Yet the Tao alone masterfully provides for the countless things and brings them to completion.
41,12,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,Yet the Tao alone masterfully provides for the countless things and brings them to completion.
42,1,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,一,yī,一,the one (lowercase) · one thing (ch 22) · plain numeral where it counts,NOT FOUND,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,物,wù,萬物,things / something,yes,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,萬,wàn,萬物,countless,yes,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,1,道,Dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"The Tao births the one, the one births the two, the two births the three, the three births the countless things."
42,2,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,"The countless things carry yin on their backs and embrace yang with their arms, blending the vital breath into harmony."
42,2,物,wù,萬物,things / something,yes,1.0,exact-count,"The countless things carry yin on their backs and embrace yang with their arms, blending the vital breath into harmony."
42,2,萬,Wàn,萬物,countless,yes,1.0,exact-count,"The countless things carry yin on their backs and embrace yang with their arms, blending the vital breath into harmony."
42,4,公,gōng,公,impartiality / impartial (the quality) · lord / minister (the office),yes,1.0,exact-count,Yet rulers and lords take these very descriptions for themselves.
42,4,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,Yet rulers and lords take these very descriptions for themselves.
42,4,王,wáng,王,ruler / sovereign · to rule (verb),yes,1.0,exact-count,Yet rulers and lords take these very descriptions for themselves.
42,5,物,wù,萬物,things / something,NOT FOUND,1.0,exact-count,"For so it is: what is decreased is thereby increased, and what is increased is thereby decreased."
42,6,我,wǒ,我 & 吾,the self seen,NOT FOUND,1.0,exact-count,"What others teach, I also teach:"
42,7,強,Qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,1.0,exact-count,The strong and rigid do not die a natural death.
42,8,吾,Wú,我 & 吾,the self seeing,NOT FOUND,1.0,exact-count,I take this as the root of learning.
42,8,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,I take this as the root of learning.
43,1,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,The softest thing in the world gallops over the hardest thing in the world.
43,1,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,The softest thing in the world gallops over the hardest thing in the world.
43,2,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,The formless enters the seamless.
43,2,無,Wú,無 & 有,absence,NOT FOUND,1.0,exact-count,The formless enters the seamless.
43,2,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,The formless enters the seamless.
43,3,吾,Wú,我 & 吾,the self seeing,NOT FOUND,1.0,exact-count,This is how I know the benefit of non-doing.
43,3,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,This is how I know the benefit of non-doing.
43,3,為,wéi,為,do / handle / serve as,yes,1.0,exact-count,This is how I know the benefit of non-doing.
43,3,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,This is how I know the benefit of non-doing.
43,4,為,wéi,為,do / handle / serve as,yes,1.0,exact-count,"The wordless teaching, the benefit of non-doing —"
43,4,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"The wordless teaching, the benefit of non-doing —"
43,5,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,few ever reach this.
44,2,貨,huò,貨,goods,yes,1.0,exact-count,Your self or goods — which is worth more?
45,1,用,yòng,無 & 有,use,yes,1.0,exact-count,"Great completeness seems deficient, yet when used, it never wears out."
45,2,用,yòng,無 & 有,use,yes,1.0,exact-count,"Great fullness seems empty, yet when used, it never runs dry."
45,7,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,Clear stillness brings order to the world.
45,7,為,wéi,為,do / handle / serve as,NOT FOUND,1.0,exact-count,Clear stillness brings order to the world.
46,1,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,"When the world embraces the Tao, swift horses are retired to work the fields."
46,1,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"When the world embraces the Tao, swift horses are retired to work the fields."
46,1,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"When the world embraces the Tao, swift horses are retired to work the fields."
46,2,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,1.0,exact-count,"When the world lacks the Tao, war horses are bred in the borderlands."
46,2,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"When the world lacks the Tao, war horses are bred in the borderlands."
46,2,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"When the world lacks the Tao, war horses are bred in the borderlands."
46,2,道,dào,道,the Tao (left untranslated),NOT FOUND,1.0,exact-count,"When the world lacks the Tao, war horses are bred in the borderlands."
46,5,常,cháng,常,the ever-present / the abiding,NOT FOUND,1.0,exact-count,And so the contentment of knowing you have enough is ever-present contentment.
47,1,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),yes,0.3,proportional,"Without leaving home, you know the whole world. Without looking out the window, you see the way of nature."
47,2,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The further out you venture, the less you know."
47,2,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"The further out you venture, the less you know."
47,5,明,míng,明,clear-seeing / clarity,NOT FOUND,0.3,proportional,and accomplishes without acting.
47,5,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,and accomplishes without acting.
48,1,為,Wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"In pursuit of learning, you increase daily; in pursuit of the Tao, you decrease daily."
48,1,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"In pursuit of learning, you increase daily; in pursuit of the Tao, you decrease daily."
48,1,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"In pursuit of learning, you increase daily; in pursuit of the Tao, you decrease daily."
48,2,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"Decreasing and decreasing, until you reach non-doing."
48,2,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Decreasing and decreasing, until you reach non-doing."
48,3,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"Non-doing, yet nothing is left undone."
48,3,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"Non-doing, yet nothing is left undone."
48,3,無,Wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Non-doing, yet nothing is left undone."
48,3,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Non-doing, yet nothing is left undone."
48,4,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,The world always comes to you by not meddling with it.
48,4,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,The world always comes to you by not meddling with it.
48,4,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,The world always comes to you by not meddling with it.
48,4,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,The world always comes to you by not meddling with it.
48,5,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,"The moment you meddle, it stops coming."
48,5,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The moment you meddle, it stops coming."
48,5,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"The moment you meddle, it stops coming."
49,1,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,The sage has no fixed heart; they take the heart of the people as their own.
49,1,心,xīn,心,heart,yes,0.3,proportional,The sage has no fixed heart; they take the heart of the people as their own.
49,1,心,xīn,心,heart,yes,0.3,proportional,The sage has no fixed heart; they take the heart of the people as their own.
49,1,心,xīn,心,heart,yes,0.3,proportional,The sage has no fixed heart; they take the heart of the people as their own.
49,1,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,The sage has no fixed heart; they take the heart of the people as their own.
49,1,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,The sage has no fixed heart; they take the heart of the people as their own.
49,2,吾,wú,我 & 吾,the self seeing,NOT FOUND,0.3,proportional,"The masterful, I count as masterful;"
49,2,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,"The masterful, I count as masterful;"
49,2,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,"The masterful, I count as masterful;"
49,3,吾,wú,我 & 吾,the self seeing,NOT FOUND,0.3,proportional,"the unmasterful, I count as masterful too."
49,3,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,"the unmasterful, I count as masterful too."
49,3,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,"the unmasterful, I count as masterful too."
49,4,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,0.3,proportional,"Integrity is mastery. The trustworthy, I trust;"
49,4,德,Dé,德,integrity,yes,0.3,proportional,"Integrity is mastery. The trustworthy, I trust;"
49,5,信,Xìn,信,trust / trustworthy,yes,0.3,proportional,"the untrustworthy, I trust as well."
49,5,信,xìn,信,trust / trustworthy,yes,0.3,proportional,"the untrustworthy, I trust as well."
49,5,吾,wú,我 & 吾,the self seeing,NOT FOUND,0.3,proportional,"the untrustworthy, I trust as well."
49,6,信,xìn,信,trust / trustworthy,yes,0.3,proportional,Integrity is trust.
49,6,信,xìn,信,trust / trustworthy,yes,0.3,proportional,Integrity is trust.
49,6,吾,wú,我 & 吾,the self seeing,NOT FOUND,0.3,proportional,Integrity is trust.
49,7,信,xìn,信,trust / trustworthy,NOT FOUND,0.3,proportional,"In the world, the sage breathes gently; for the sake of the world, they let their heart go muddy."
49,7,德,Dé,德,integrity,NOT FOUND,0.3,proportional,"In the world, the sage breathes gently; for the sake of the world, they let their heart go muddy."
49,8,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The people pour out their attention, all eyes and ears;"
49,8,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The people pour out their attention, all eyes and ears;"
49,8,心,xīn,心,heart,NOT FOUND,0.3,proportional,"The people pour out their attention, all eyes and ears;"
49,8,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The people pour out their attention, all eyes and ears;"
50,1,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"Emerge into life, enter into death."
50,2,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,Three in ten people are followers of life.
50,2,生,Shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,Three in ten people are followers of life.
50,3,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,Three in ten are followers of death.
50,4,有,yǒu,無 & 有,presence,NOT FOUND,1.0,exact-count,"Three in ten, though alive, move toward deadly ground."
50,4,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,"Three in ten, though alive, move toward deadly ground."
50,5,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,Why? Because they cling too tightly to life.
50,5,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,Why? Because they cling too tightly to life.
50,6,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),NOT FOUND,1.0,exact-count,It’s been said that one who truly tends life
50,6,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,1.0,exact-count,It’s been said that one who truly tends life
50,9,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"The rhino’s horn has nowhere to thrust,"
50,10,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,"the tiger’s claws have nowhere to tear into,"
50,10,用,yòng,無 & 有,use,NOT FOUND,1.0,exact-count,"the tiger’s claws have nowhere to tear into,"
50,11,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,the weapon blades have nothing to cut.
50,12,無,wú,無 & 有,absence,NOT FOUND,1.0,exact-count,Why? Because they give death no foothold.
51,1,德,dé,德,integrity,yes,0.3,proportional,"The Tao gives birth to the countless things, integrity rears them, matter forms them, circumstance completes them."
51,1,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,"The Tao gives birth to the countless things, integrity rears them, matter forms them, circumstance completes them."
51,1,道,Dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"The Tao gives birth to the countless things, integrity rears them, matter forms them, circumstance completes them."
51,2,物,Wù,萬物,things / something,yes,0.3,proportional,"Therefore the countless things, without exception, revere the Tao and value integrity."
51,3,德,dé,德,integrity,yes,0.3,proportional,"This reverence for the Tao, this valuing of integrity — no one commands it."
51,3,物,wù,萬物,things / something,NOT FOUND,0.3,proportional,"This reverence for the Tao, this valuing of integrity — no one commands it."
51,3,萬,wàn,萬物,countless,NOT FOUND,0.3,proportional,"This reverence for the Tao, this valuing of integrity — no one commands it."
51,3,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"This reverence for the Tao, this valuing of integrity — no one commands it."
51,4,德,dé,德,integrity,NOT FOUND,0.3,proportional,"It is always so, of itself."
51,4,道,Dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"It is always so, of itself."
51,5,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,"Thus, the Tao births the countless things and integrity rears them, grows and raises them, settles and matures them, nourishes and protects them."
51,6,德,dé,德,integrity,NOT FOUND,0.3,proportional,"Giving birth without possessing,"
51,6,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,"Giving birth without possessing,"
51,6,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"Giving birth without possessing,"
51,8,恃,shì,恃,rely on — the heart putting its weight on something,NOT FOUND,0.3,proportional,growing them without ruling them –
51,8,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,growing them without ruling them –
51,8,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,growing them without ruling them –
51,8,生,Shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,growing them without ruling them –
51,9,德,dé,德,integrity,yes,0.3,proportional,this is called profound integrity.
51,9,玄,xuán,玄 & 妙,dark or profound,NOT FOUND,0.3,proportional,this is called profound integrity.
52,1,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children."
52,1,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children."
52,1,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children."
52,1,母,mǔ,母,mother,yes,0.3,proportional,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children."
52,1,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children."
52,2,母,mǔ,母,mother,yes,0.3,proportional,"Know her children, return and hold fast to our mother,"
52,3,母,mǔ,母,mother,NOT FOUND,0.3,proportional,"and to the end of your days, no danger will find you. Block the openings, close the doors, and all your life will be struggle-free."
52,5,事,shì,事,"affairs / undertakings (noun) · to serve, to attend to (verb)",NOT FOUND,0.3,proportional,To recognize things in their smallest form is clear-seeing.
52,6,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,"To stay with the soft is called strong. Use the outer light, return to your inner clarity,"
52,6,明,míng,明,clear-seeing / clarity,yes,0.3,proportional,"To stay with the soft is called strong. Use the outer light, return to your inner clarity,"
52,7,明,míng,明,clear-seeing / clarity,NOT FOUND,0.3,proportional,and you bring no calamity upon yourself.
52,7,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,and you bring no calamity upon yourself.
52,7,用,Yòng,無 & 有,use,NOT FOUND,0.3,proportional,and you bring no calamity upon yourself.
52,8,常,cháng,常,the ever-present / the abiding,yes,0.3,proportional,This is called holding the ever-present covered.
