chapter,commentator,commentator_en,seq,lemma_zh,lemma_our_english,lemma_status,comment_chinese,comment_english
42,河上公,Heshang Gong (Han),6,故物或損之而益,"For so it is: what is decreased is thereby increased, and what is increased is thereby decreased.",aligned to our base text,引之不得推之必還,
42,河上公,Heshang Gong (Han),7,或益之而損,"For so it is: what is decreased is thereby increased, and what is increased is thereby decreased.",aligned to our base text,夫増髙者崩貪富者致患,
42,河上公,Heshang Gong (Han),8,人之所教,"What others teach, I also teach:",aligned to our base text,謂衆人所以教去弱為強去柔為剛,
42,河上公,Heshang Gong (Han),9,我亦教之,"What others teach, I also teach:",aligned to our base text,言我教衆人使去強為弱去剛為柔,
42,河上公,Heshang Gong (Han),10,強梁者不得其死,The strong and rigid do not die a natural death.,aligned to our base text,強梁謂不信玄妙背叛道徳不從經教尚勢任力也不得其死者為天所絶兵刃所伐王法所殺不得以壽命死也,
42,河上公,Heshang Gong (Han),11,吾將以為教父,I take this as the root of learning.,aligned to our base text,父始也老子以強梁之人為敎戒之始也,
42,王弼,Wang Bi (d. 249 CE),1,道生一一生二二生三三生萬物萬物負隂而抱陽沖氣以為和人之所惡唯孤寡不穀而王公以為稱故物或損之而益或益之而損,"The Tao births the one, the one births the two, the two births the three, the three births the countless things. The countless things carry yin on their backs and embrace yang with their arms, blending the vital breath into harmony. What most people hate is to be called orphaned, meager, or unworthy, Yet rulers and lords take these very descriptions for themselves. For so it is: what is decreased is thereby increased, and what is increased is thereby decreased.",aligned to our base text,萬物萬形其歸一也何由致一由於無也由無乃一一可謂無已謂之一豈得無言乎有言有一非二如何有一有二遂生乎三從無之有數盡乎斯過此以徃非道之流故萬物之生吾知其主雖有萬形沖氣一焉百姓有心異國殊風而得一者王侯主焉以一為主一何可舍愈多愈逺損則近之損之至盡乃得其極既謂之一猶乃至三况本不一而道可近乎損之而益豈虚言也,
42,王弼,Wang Bi (d. 249 CE),2,人之所教我亦教之〔案二句焦竑云一作人之所以教我亦我之所以教人一作人之所教亦我義教之〕,"What others teach, I also teach:",aligned to our base text,我之非强使人從之也而用夫自然舉其至理順之必吉違之必凶故人相教違之自取其凶也亦如我之教人勿違之也,
42,王弼,Wang Bi (d. 249 CE),3,强梁者不得其死吾將以為教父,The strong and rigid do not die a natural death. I take this as the root of learning.,aligned to our base text,强梁則必不得其死人相教為强梁則必如我之教人不當為强梁也舉其强梁不得其死以教耶若云順吾教之必吉也故得其違教之徒適可以為教父也,
43,河上公,Heshang Gong (Han),1,天下之至柔馳騁天下之至堅,The softest thing in the world gallops over the hardest thing in the world.,aligned to our base text,至柔者水至堅金石水能貫堅入剛无所不通騁敕領反,
43,河上公,Heshang Gong (Han),2,無有入無間,The formless enters the seamless.,aligned to our base text,無有謂道也道無形質故能出入无間通神羣生也,
43,河上公,Heshang Gong (Han),3,吾是以知無為之有益,This is how I know the benefit of non-doing.,aligned to our base text,吾見道无為而萬物自化成是以知无為之有益於人也,
43,河上公,Heshang Gong (Han),4,不言之教,"The wordless teaching, the benefit of non-doing —",aligned to our base text,法道不言師之以身,
43,河上公,Heshang Gong (Han),5,無為之益,"The wordless teaching, the benefit of non-doing —",aligned to our base text,法道无為治身則有益精神治國則有益萬民不勞煩也,
43,河上公,Heshang Gong (Han),6,天下希及之,few ever reach this.,aligned to our base text,天下人主也希能有及道无為之治身治國也,
43,王弼,Wang Bi (d. 249 CE),1,天下之至柔馳騁天下之至堅,The softest thing in the world gallops over the hardest thing in the world.,aligned to our base text,氣無所不入水無所不出於經,
43,王弼,Wang Bi (d. 249 CE),2,不言之教無為之益天下希及之,"The wordless teaching, the benefit of non-doing — few ever reach this.",aligned to our base text,,
44,河上公,Heshang Gong (Han),1,名與身孰親,Reputation or your self — which is dearer?,aligned to our base text,名遂則身退也,
44,河上公,Heshang Gong (Han),2,身與貨孰多,Your self or goods — which is worth more?,aligned to our base text,財多則害身也,
44,河上公,Heshang Gong (Han),3,得與亡孰病,Gain or loss — which does more harm?,aligned to our base text,好得利則病於行也,
44,河上公,Heshang Gong (Han),4,甚愛必大費,"Therefore, extreme attachment inevitably brings great cost",aligned to our base text,甚愛色費精神甚愛財遇禍患所愛者少所亡者多故言大費,
44,河上公,Heshang Gong (Han),5,多藏必厚亡,And hoarding inevitably brings heavy loss.,aligned to our base text,生多藏於府庫死多藏於丘墓生有攻刼之憂死有掘冢探柩之患,
44,河上公,Heshang Gong (Han),6,知足不辱,"Know when you have enough, and you are never disgraced.",aligned to our base text,知足之人絶利去欲不辱於身,
44,河上公,Heshang Gong (Han),7,知止不殆,"Know when to stop, and you come to no danger.",aligned to our base text,知可止則財利不累身聲色不亂於耳目則身不危殆也,
44,河上公,Heshang Gong (Han),8,可以長久,And so you can last long.,aligned to our base text,人能知止足則福禄在己治身者神不勞治國者民不擾故可長久,
44,王弼,Wang Bi (d. 249 CE),1,名與身孰親,Reputation or your self — which is dearer?,aligned to our base text,尚名好髙其身必疏,
44,王弼,Wang Bi (d. 249 CE),2,身與貨孰多,Your self or goods — which is worth more?,aligned to our base text,貪貨無厭其身必少,
44,王弼,Wang Bi (d. 249 CE),3,得與亡孰病,Gain or loss — which does more harm?,aligned to our base text,得多利而亡其身何者為病也,
44,王弼,Wang Bi (d. 249 CE),4,是故甚愛必大費多藏必厚亡,"Therefore, extreme attachment inevitably brings great cost And hoarding inevitably brings heavy loss.",aligned to our base text,甚愛不與物通多藏不與物散求之者多攻之者衆為物所病故大費厚亡也,
44,王弼,Wang Bi (d. 249 CE),5,知足不辱知止不殆可以長久,"Know when you have enough, and you are never disgraced. Know when to stop, and you come to no danger. And so you can last long.",aligned to our base text,,
45,河上公,Heshang Gong (Han),1,其用不弊,"Great completeness seems deficient, yet when used, it never wears out.",aligned to our base text,其用心如是則无弊盡時,
45,河上公,Heshang Gong (Han),2,其用不窮,"Great fullness seems empty, yet when used, it never runs dry.",aligned to our base text,其用心如是則无窮盡時也,
45,河上公,Heshang Gong (Han),3,大直若屈,Great straightness seems crooked.,aligned to our base text,大直謂修道法度正直如一也如屈者不與俗人爭如可屈折屈丘勿反,
45,河上公,Heshang Gong (Han),4,大巧若拙,Great skill seems clumsy.,aligned to our base text,大巧謂多才術也如拙者亦不敢見其能,
45,河上公,Heshang Gong (Han),5,大辯若訥,Great argument seems halting.,aligned to our base text,大辯者智無疑如訥者口尢辝訥奴忽反,
45,河上公,Heshang Gong (Han),6,躁勝寒,Movement overcomes cold; stillness overcomes heat.,aligned to our base text,勝極也春夏陽氣躁疾於上萬物盛大極則寒寒則零落死亡也言人不當剛躁也躁則到反,
45,河上公,Heshang Gong (Han),7,清靜為天下正,Clear stillness brings order to the world.,aligned to our base text,能清靜則為天下長持正則無終巳時也,
45,王弼,Wang Bi (d. 249 CE),1,大成若缺其用不□,"Great completeness seems deficient, yet when used, it never wears out.",aligned to our base text,隨物而成不為一象故若缺也,
45,王弼,Wang Bi (d. 249 CE),2,大盈若沖其用不窮,"Great fullness seems empty, yet when used, it never runs dry.",aligned to our base text,大盈充足隨物而與無所愛矜故若沖也,
45,王弼,Wang Bi (d. 249 CE),3,大直若屈,Great straightness seems crooked.,aligned to our base text,隨物而直直不在一故若屈也,
45,王弼,Wang Bi (d. 249 CE),4,大巧若拙,Great skill seems clumsy.,aligned to our base text,大巧因自然以成器不造為異端故若拙也,
45,王弼,Wang Bi (d. 249 CE),5,大辯若訥,Great argument seems halting.,aligned to our base text,大辯因物而言已無所造故若訥也,
46,河上公,Heshang Gong (Han),1,天下有道,"When the world embraces the Tao, swift horses are retired to work the fields.",aligned to our base text,謂人主有道也,
46,河上公,Heshang Gong (Han),2,天下無道,"When the world lacks the Tao, war horses are bred in the borderlands.",aligned to our base text,謂人主無道也,
46,河上公,Heshang Gong (Han),3,戎馬生於郊,"When the world lacks the Tao, war horses are bred in the borderlands.",aligned to our base text,戰伐不止戎馬生於郊境之上久不還也,
46,河上公,Heshang Gong (Han),4,禍莫大於不知足,"There is no greater disaster than discontent,",aligned to our base text,冨貴不能自禁止也,
46,河上公,Heshang Gong (Han),5,咎莫大於欲得,No greater fault than craving to acquire.,aligned to our base text,欲得人物利且貪也咎其乆反,
46,河上公,Heshang Gong (Han),6,故知足之足,And so the contentment of knowing you have enough is ever-present contentment.,aligned to our base text,守真根也,
46,河上公,Heshang Gong (Han),7,常足,And so the contentment of knowing you have enough is ever-present contentment.,aligned to our base text,无欲心也,
46,王弼,Wang Bi (d. 249 CE),1,天下有道卻走馬以糞,"When the world embraces the Tao, swift horses are retired to work the fields.",aligned to our base text,天下有道知足知止無求於外各修其内而已故卻走馬以治田糞也,
46,王弼,Wang Bi (d. 249 CE),2,天下無道戎馬生於郊,"When the world lacks the Tao, war horses are bred in the borderlands.",aligned to our base text,貪欲無厭不修其内各求於外故戎馬生於郊也,
46,王弼,Wang Bi (d. 249 CE),3,禍莫大於不知足〔案河上公注本此句上有罪莫大於可欲一句〕咎莫大於欲得〔案大韓非子作㦧〕故知足之足常足矣,"There is no greater disaster than discontent, No greater fault than craving to acquire. And so the contentment of knowing you have enough is ever-present contentment.",aligned to our base text,,
46,韓非,Han Fei (d. 233 BCE),1,戎馬生於郊。,"When the world lacks the Tao, war horses are bred in the borderlands.",aligned to our base text,〔喻老〕 天下有道，無急患，則曰静，遽傳不用。故曰：「却走馬以糞。」天下無道，攻擊不休，相守數年不已，甲胄生蟣虱，鷰雀處帷幄，而兵不歸。故曰：「戎馬生於郊。」,
46,韓非,Han Fei (d. 233 BCE),2,禍莫大於不知足。,"There is no greater disaster than discontent,",aligned to our base text,〔喻老〕 智伯兼范、中行而攻趙不已，韓、魏反之，軍敗晉陽，身死高梁之東，遂卒被分，漆其首以爲溲器。故曰：「禍莫大於不知足。」,
46,韓非,Han Fei (d. 233 BCE),3,禍莫大於不知足。,"There is no greater disaster than discontent,",aligned to our base text,〔解老〕 人無毛羽，不衣則不犯寒；上不屬天而下不著地，以腸胃爲根本，不食則不能活。是以不免於欲利之心。欲利之心不除，其身之憂也。故聖人衣足以犯寒，食足以充虚，則不憂矣。衆人則不然，大爲諸侯，小餘千金之資，其欲得之憂不除也。胥靡有免，死罪時活，今不知足者之憂終身不解。故曰：「禍莫大於不知足。」,
47,河上公,Heshang Gong (Han),1,不出户知天下,"Without leaving home, you know the whole world. Without looking out the window, you see the way of nature.",aligned to our base text,聖人不出户以知天下者以己身知人身以巳家知人家所以見天下也,
47,河上公,Heshang Gong (Han),2,其出彌逺其知彌少,"Therefore, the sage knows without venturing,",aligned to our base text,謂去其家觀人家去其身觀人身所觀益逺所用益少也,
47,河上公,Heshang Gong (Han),3,是以聖人不行而知,"understands clearly without seeing,",aligned to our base text,聖人不上天不入淵能知天地以心知之,
47,王弼,Wang Bi (d. 249 CE),1,其出彌逺〔案韓非子逺下有者字〕其知彌少,"Therefore, the sage knows without venturing,",aligned to our base text,無在於一而求之於衆也道視之不可見聽之不可聞搏之不可得如其知之不須出户若其不知出愈逺愈迷也,
47,王弼,Wang Bi (d. 249 CE),2,不為而成,and accomplishes without acting.,aligned to our base text,明物之性因之而已故雖不為而使之成矣,
48,河上公,Heshang Gong (Han),1,為學日益,"In pursuit of learning, you increase daily; in pursuit of the Tao, you decrease daily.",aligned to our base text,學謂政教禮樂之學也日益者情欲文飾日以益多,
48,河上公,Heshang Gong (Han),2,為道日損,"In pursuit of learning, you increase daily; in pursuit of the Tao, you decrease daily.",aligned to our base text,道謂自然之道也日損者情欲文飾日以消損,
48,河上公,Heshang Gong (Han),3,損之又損,"Decreasing and decreasing, until you reach non-doing.",aligned to our base text,損情欲又損之所以漸去,
48,河上公,Heshang Gong (Han),4,以至於無爲,"Decreasing and decreasing, until you reach non-doing.",aligned to our base text,當恬惔如孾兒无所造爲,
48,河上公,Heshang Gong (Han),5,無爲而無不爲,"Non-doing, yet nothing is left undone.",aligned to our base text,情欲断絶德與道合則无所不施无所不爲也,
48,河上公,Heshang Gong (Han),6,取天下常以無事,The world always comes to you by not meddling with it.,aligned to our base text,取治也治天下常當以无事不當煩勞也,
48,河上公,Heshang Gong (Han),7,及其有事不足以取天下,"The moment you meddle, it stops coming.",aligned to our base text,及其好有事則政教煩民不安故不足以治天下也,
48,王弼,Wang Bi (d. 249 CE),1,為學日益,"In pursuit of learning, you increase daily; in pursuit of the Tao, you decrease daily.",aligned to our base text,務欲進其所能益其所習,
48,王弼,Wang Bi (d. 249 CE),2,為道日損,"In pursuit of learning, you increase daily; in pursuit of the Tao, you decrease daily.",aligned to our base text,務欲反虚無也,
48,王弼,Wang Bi (d. 249 CE),3,損之又損以至於無為無為而無不為,"Decreasing and decreasing, until you reach non-doing. Non-doing, yet nothing is left undone.",aligned to our base text,有為則有所失故無為乃無所不為也,
48,王弼,Wang Bi (d. 249 CE),4,取天下常以無事,The world always comes to you by not meddling with it.,aligned to our base text,動常因也,
48,王弼,Wang Bi (d. 249 CE),5,及其有事,"The moment you meddle, it stops coming.",aligned to our base text,自已造也,
48,王弼,Wang Bi (d. 249 CE),6,不足以取天下,"The moment you meddle, it stops coming.",aligned to our base text,失統本也,
49,河上公,Heshang Gong (Han),1,聖人無常心,The sage has no fixed heart; they take the heart of the people as their own.,aligned to our base text,聖人重改更貴因循若自无心,
49,河上公,Heshang Gong (Han),2,以百姓心爲心,The sage has no fixed heart; they take the heart of the people as their own.,aligned to our base text,百姓心之所便因而從之,
49,河上公,Heshang Gong (Han),3,善者吾善之,"The masterful, I count as masterful;",aligned to our base text,百姓爲善聖人因而善之,
49,河上公,Heshang Gong (Han),4,不善者吾亦善之,"the unmasterful, I count as masterful too.",aligned to our base text,百姓雖有不善者聖人化之使善也,
49,河上公,Heshang Gong (Han),5,德善,"Integrity is mastery. The trustworthy, I trust;",aligned to our base text,百姓德化聖人爲善,
49,河上公,Heshang Gong (Han),6,信者吾信之,"the untrustworthy, I trust as well.",aligned to our base text,百姓爲信聖人因而信之,
49,河上公,Heshang Gong (Han),7,不信者吾亦信之,Integrity is trust.,aligned to our base text,百姓爲不信聖人化之使信也,
49,河上公,Heshang Gong (Han),8,德信,"In the world, the sage breathes gently; for the sake of the world, they let their heart go muddy.",aligned to our base text,百姓德化聖人爲信,
49,河上公,Heshang Gong (Han),9,爲天下渾其心,"The people pour out their attention, all eyes and ears;",aligned to our base text,言聖人為天下百姓渾濁其心若愚闇不通也渾胡本反,
49,河上公,Heshang Gong (Han),10,百姓皆注其耳目,the sage sees them pure as infants.,aligned to our base text,注用也百姓皆用其耳目為聖人視聽也,
49,河上公,Heshang Gong (Han),11,聖人皆孩之,the sage sees them pure as infants.,aligned to our base text,聖人愛念百姓如孩孾赤子長養之而不責望其報孩胡來反,
49,王弼,Wang Bi (d. 249 CE),1,聖人無常心以百姓心為心,The sage has no fixed heart; they take the heart of the people as their own.,aligned to our base text,動常因也,
49,王弼,Wang Bi (d. 249 CE),2,善者吾善之不善者吾亦善之,"The masterful, I count as masterful; the unmasterful, I count as masterful too.",aligned to our base text,各因其用則善不失也,
49,王弼,Wang Bi (d. 249 CE),3,徳善〔案善下一本有矣字〕,"Integrity is mastery. The trustworthy, I trust;",aligned to our base text,無棄人也,
49,王弼,Wang Bi (d. 249 CE),4,聖人皆孩之〔案孩釋文云王弼作咳據注義仍宜作孩〕,the sage sees them pure as infants.,aligned to our base text,皆使和而無欲如嬰兒也夫天地設位聖人成能人謀鬼謀百姓與能者能者與之資者取之能大則大資貴則貴物有其宗事有其主如此則可冕旒充目而不懼於欺黈纊塞耳而無戚於慢又何為勞一身之聰明以察百姓之情哉夫以明察物物亦競以其明應之以不信察物物亦競以其不信應之夫天下之心不必同其所應不敢異則莫肯用其情矣甚矣害之大也莫大於用其明矣夫在智則人與之訟在力則人與之争智不出於人而立乎訟地則窮矣力不出於人而立乎争地則危矣未有能使人無用其智力乎己者也如此則己以一敵人而人以千萬敵己也若乃多其法網煩其刑罰塞其徑路攻其幽宅則萬物失其自然百姓喪其手足鳥亂於上魚亂於下是以聖人之於天下歙歙焉心無所主也為天下渾心焉意無所適莫也無所察焉百姓何避無所求焉百姓何應無避無應則莫不用其情矣人無為舍其所能而為其所不能舍其所長而為其所短如此則言者言其所知行者行其所能百姓各皆注其耳目焉吾皆孩之而已,
50,河上公,Heshang Gong (Han),1,出生入死,"Emerge into life, enter into death.",aligned to our base text,出生謂情欲出无内魂定魄靜故生也入死謂情欲入於胷臆精神勞惑故死,
50,河上公,Heshang Gong (Han),2,生之徒十有三死之徒十有三,Three in ten people are followers of life. Three in ten are followers of death.,aligned to our base text,言生死之𩔖各有十三謂九竅四𨵿也其生也目不妄視耳不妄聽鼻不妄香臰口不妄言味手不妄持足不妄行精神不妄施其死也及是也,
50,河上公,Heshang Gong (Han),3,夫何故,Why? Because they cling too tightly to life.,aligned to our base text,問何故動之死地也,
50,河上公,Heshang Gong (Han),4,以其生生之厚,Why? Because they cling too tightly to life.,aligned to our base text,所以動之死地者以其求生活之事太厚違道忤天妄行失紀,
50,河上公,Heshang Gong (Han),5,蓋聞善攝生者,It’s been said that one who truly tends life,aligned to our base text,攝養也,
50,河上公,Heshang Gong (Han),6,陸行不遇兕虎,"can travel the land without meeting rhinos or tigers,",aligned to our base text,自然逺避害不干也兕徐履反,
50,河上公,Heshang Gong (Han),7,夫何故,Why? Because they cling too tightly to life.,aligned to our base text,問虎兕兵甲何故不害之,
50,河上公,Heshang Gong (Han),8,以其無死地,Why? Because they give death no foothold.,aligned to our base text,以其不犯十三之死地言神明營䕶之此物不敢害,
50,王弼,Wang Bi (d. 249 CE),1,出生入死,"Emerge into life, enter into death.",aligned to our base text,出生地入死地,
50,韓非,Han Fei (d. 233 BCE),1,生之徒十有三，死之徒十有三。,Three in ten people are followers of life. Three in ten are followers of death.,aligned to our base text,〔解老〕 人始於生而卒於死。始之謂出，卒之謂入。故曰：「出生入死。」人之身三百六十節，四肢、九竅，其大具也。四肢與九竅十有三者，十有三者之動静盡屬於生焉。屬之謂徒也，故曰：生之徒也，十有三者。至死也，十有三具者皆還而屬之於死，死之徒亦有十三。故曰：「生之徒十有三，死之徒十有三。」凡民之生生，而生者固動，動盡則損也；而動不止，是損而不止也。損而不止則生盡，生盡之謂死，則十有三具者皆爲死死地也。故曰：「民之生，生而動，動皆之死地，之十有三。」,
50,韓非,Han Fei (d. 233 BCE),2,陸行不遇兕虎。,"can travel the land without meeting rhinos or tigers,",aligned to our base text,,
51,河上公,Heshang Gong (Han),1,道生之,"The Tao gives birth to the countless things, integrity rears them, matter forms them, circumstance completes them.",aligned to our base text,道生萬物,
51,河上公,Heshang Gong (Han),2,德畜之,"The Tao gives birth to the countless things, integrity rears them, matter forms them, circumstance completes them.",aligned to our base text,德一也一生布氣而畜養,
51,河上公,Heshang Gong (Han),3,物形之,"Therefore the countless things, without exception, revere the Tao and value integrity.",aligned to our base text,一為萬物設形象也,
51,河上公,Heshang Gong (Han),4,勢成之,"Therefore the countless things, without exception, revere the Tao and value integrity.",aligned to our base text,一為萬物作寒暑之勢以成之,
51,河上公,Heshang Gong (Han),5,是以萬物莫不尊道而貴德,"This reverence for the Tao, this valuing of integrity — no one commands it.",aligned to our base text,道德所為無不盡驚動而尊敬,
51,河上公,Heshang Gong (Han),6,道之尊德之貴夫莫之命而常自然,"It is always so, of itself. Thus, the Tao births the countless things and integrity rears them, grows and raises them, settles and matures them, nourishes and protects them.",aligned to our base text,道一不命召萬物而常自然應之如影響,
51,河上公,Heshang Gong (Han),7,生而不有,growing them without ruling them –,aligned to our base text,道生萬物不有所取以為利也,
51,河上公,Heshang Gong (Han),8,為而不恃,growing them without ruling them –,aligned to our base text,道所施為不恃望其報也,
51,河上公,Heshang Gong (Han),9,長而不宰,growing them without ruling them –,aligned to our base text,道長養萬物不宰割以為利也,
51,河上公,Heshang Gong (Han),10,是謂玄德,this is called profound integrity.,aligned to our base text,道之所行恩德玄闇不可得見,
51,王弼,Wang Bi (d. 249 CE),1,道生之徳畜之物形之勢成之,"The Tao gives birth to the countless things, integrity rears them, matter forms them, circumstance completes them. Therefore the countless things, without exception, revere the Tao and value integrity.",aligned to our base text,物生而後畜畜而後形形而後成何由而生道也何得而畜徳也何由而形物也何使而成勢也唯因也故能無物而不形唯勢也故能無物而不成凡物之所以生功之所以成皆有所由有所由焉則莫不由乎道也故推而極之亦至道也隨其所因故各有稱焉,
51,王弼,Wang Bi (d. 249 CE),2,是以萬物莫不尊道而貴徳,"This reverence for the Tao, this valuing of integrity — no one commands it.",aligned to our base text,道者物之所由也徳者物之所得也由之乃得故曰不得不失尊之則害不得不貴也,
51,王弼,Wang Bi (d. 249 CE),3,道之尊徳之貴夫莫之命而常自然,"It is always so, of itself. Thus, the Tao births the countless things and integrity rears them, grows and raises them, settles and matures them, nourishes and protects them.",aligned to our base text,命並作爵〔案此句疑係命字下原校注語誤作弼注〕,
51,王弼,Wang Bi (d. 249 CE),4,生而不有為而不恃,growing them without ruling them –,aligned to our base text,為而不有,
51,王弼,Wang Bi (d. 249 CE),5,長而不宰是謂𤣥徳,growing them without ruling them – this is called profound integrity.,aligned to our base text,有徳而不知其主也出乎幽㝠,
52,河上公,Heshang Gong (Han),1,天下有始,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children.",aligned to our base text,始有道也,
52,河上公,Heshang Gong (Han),2,以為天下母,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children.",aligned to our base text,道為天下萬物之母,
52,河上公,Heshang Gong (Han),3,既知其子復守其母,"and to the end of your days, no danger will find you. Block the openings, close the doors, and all your life will be struggle-free.",aligned to our base text,巳知一當復守道反無為,
52,河上公,Heshang Gong (Han),4,没身不殆,"and to the end of your days, no danger will find you. Block the openings, close the doors, and all your life will be struggle-free.",aligned to our base text,不危殆也,
52,河上公,Heshang Gong (Han),5,塞其兊,"Open the openings, multiply your affairs, and your life is beyond saving.",aligned to our base text,兊目也目不妄視也兊徒外反,
52,河上公,Heshang Gong (Han),6,終身不勤,"Open the openings, multiply your affairs, and your life is beyond saving.",aligned to our base text,人當塞目不妄視𨳲口不妄言則終身不勤苦,
52,河上公,Heshang Gong (Han),7,開其兊,To recognize things in their smallest form is clear-seeing.,aligned to our base text,開目視情欲也,
52,河上公,Heshang Gong (Han),8,濟其事,To recognize things in their smallest form is clear-seeing.,aligned to our base text,濟益也益情欲之事,
52,河上公,Heshang Gong (Han),9,終身不救,To recognize things in their smallest form is clear-seeing.,aligned to our base text,禍亂成也,
52,河上公,Heshang Gong (Han),10,見小曰明,"To stay with the soft is called strong. Use the outer light, return to your inner clarity,",aligned to our base text,萌芽未動禍亂未見為小昭然獨見為明,
52,河上公,Heshang Gong (Han),11,用其光,and you bring no calamity upon yourself.,aligned to our base text,用其目光於外視時世之利害,
52,河上公,Heshang Gong (Han),12,復歸其明,and you bring no calamity upon yourself.,aligned to our base text,復當反其光明於内無使精神泄也,
52,河上公,Heshang Gong (Han),13,無遺身殃,and you bring no calamity upon yourself.,aligned to our base text,内視存神不爲漏失遺唯季反,
52,王弼,Wang Bi (d. 249 CE),1,天下有始以為天下母既得其母以知其子既知其子復守其母沒身不殆,"The world has an origin, which serves as the mother of the world. Find our mother, and you know her children. Know her children, return and hold fast to our mother, and to the end of your days, no danger will find you. Block the openings, close the doors, and all your life will be struggle-free.",aligned to our base text,母本也子末也得本以知末不舍本以逐末也,
52,王弼,Wang Bi (d. 249 CE),2,塞其兊閉其門,"Open the openings, multiply your affairs, and your life is beyond saving.",aligned to our base text,兊事欲之所由生門事欲之所由從也,
52,王弼,Wang Bi (d. 249 CE),3,終身不勤,"Open the openings, multiply your affairs, and your life is beyond saving.",aligned to our base text,無事永逸故終身不勤也,
52,王弼,Wang Bi (d. 249 CE),4,開其兊濟其事終身不救,To recognize things in their smallest form is clear-seeing.,aligned to our base text,不閉其原而濟其事故雖終身不救,
52,王弼,Wang Bi (d. 249 CE),5,見小曰明守柔曰强,"To stay with the soft is called strong. Use the outer light, return to your inner clarity,",aligned to our base text,為治之功不在大見大不明見小乃明守强不强守柔乃强也,
52,王弼,Wang Bi (d. 249 CE),6,用其光,and you bring no calamity upon yourself.,aligned to our base text,顯道以去民迷,
52,王弼,Wang Bi (d. 249 CE),7,復歸其明,and you bring no calamity upon yourself.,aligned to our base text,不明察也,
53,河上公,Heshang Gong (Han),1,使我介然有知行於大道,"If I had just a scrap of knowledge, walking the path of the great Tao, my only fear would be to stray from it.",aligned to our base text,介大也老子疾時王不行大道故設此言使我介然有知於政事我則行於大道躬旡爲之化,
53,河上公,Heshang Gong (Han),2,唯施是畏,"If I had just a scrap of knowledge, walking the path of the great Tao, my only fear would be to stray from it.",aligned to our base text,唯獨也獨畏有所施爲失道意欲賞善恐偽善生欲信忠恐詐忠起,
53,河上公,Heshang Gong (Han),3,大道甚夷,"The great Tao is very level, yet people love to take shortcuts.",aligned to our base text,夷平易也,
53,河上公,Heshang Gong (Han),4,朝甚除,"The courts are immaculate, the fields are choked with weeds, the granaries are empty;",aligned to our base text,髙臺榭宫室修,
53,河上公,Heshang Gong (Han),5,田甚蕪,"The courts are immaculate, the fields are choked with weeds, the granaries are empty;",aligned to our base text,農事廢不耕治蕪音無,
53,河上公,Heshang Gong (Han),6,倉甚虛,"The courts are immaculate, the fields are choked with weeds, the granaries are empty;",aligned to our base text,五榖傷害國無儲也,
53,河上公,Heshang Gong (Han),7,服文綵,"Wearing ornate, colorful clothes, carrying sharp swords, gorged on food and drink, possessing excess wealth and goods —",aligned to our base text,好飾偽貴内華,
53,河上公,Heshang Gong (Han),8,厭飲食財貨有餘,"Wearing ornate, colorful clothes, carrying sharp swords, gorged on food and drink, possessing excess wealth and goods —",aligned to our base text,多嗜欲無足時,
53,河上公,Heshang Gong (Han),9,是謂盗夸,This exposes the ringleader of thieves. It is not the Tao\!,aligned to our base text,百姓而君有餘者是由劫盗以爲服飾持行夸人不知身死家破親戚并隨也,
53,王弼,Wang Bi (d. 249 CE),1,使我介然有知行於大道唯施是畏,"If I had just a scrap of knowledge, walking the path of the great Tao, my only fear would be to stray from it.",aligned to our base text,言若使我可介然有知行大道於天下唯施為之是畏也,
53,王弼,Wang Bi (d. 249 CE),2,朝甚除,"The courts are immaculate, the fields are choked with weeds, the granaries are empty;",aligned to our base text,朝宫室也除潔好也,
53,王弼,Wang Bi (d. 249 CE),3,田甚蕪倉甚虚,"The courts are immaculate, the fields are choked with weeds, the granaries are empty;",aligned to our base text,朝甚除則田甚蕪倉甚虚設一而衆害生也,
53,王弼,Wang Bi (d. 249 CE),4,服文綵帶利劔厭飲食財貨有餘是謂盗夸〔案夸韓非子作竽〕非道也哉,"Wearing ornate, colorful clothes, carrying sharp swords, gorged on food and drink, possessing excess wealth and goods — This exposes the ringleader of thieves. It is not the Tao\!",aligned to our base text,凡物不以其道得之則皆邪也邪則盗也夸而不以其道得之竊位也故舉非道以明非道則皆盗夸也五十四章〔案河上公注本此為修觀章〕,
54,河上公,Heshang Gong (Han),1,善建者不拔,What is masterfully planted cannot be uprooted. What is masterfully embraced cannot slip away.,aligned to our base text,建立也善以道立身立國者不可得引而㧞也拔皮八反,
54,河上公,Heshang Gong (Han),2,善抱者不脫,What is masterfully planted cannot be uprooted. What is masterfully embraced cannot slip away.,aligned to our base text,善以道抱精神者終不可㧞引解脫,
54,河上公,Heshang Gong (Han),3,修之於鄉其德乃長,"Cultivate this in your community, and its integrity becomes long-lasting. Cultivate this in your nation, and its integrity becomes bountiful.",aligned to our base text,修道於鄉尊敬長老愛養㓜小教誨愚鄙其德如是乃無不覆及也,
54,河上公,Heshang Gong (Han),4,修之於天下其德乃普,"Therefore, observe the self through your own self. Observe the family through your family.",aligned to our base text,人主修道於天下不言而化不教而治下之應上信如影響其德如是乃為普傳,
