chapter,line,block,chinese,pinyin,literal_gloss,our_english,alignment_method
25,12,3,遠曰反。,Yuǎn yuē fǎn.,Going far \[yuan\] means \[yue\] returning/reverting \[fan\].,"Within all bounds there are four vast things, and one of them is human.",proportional
25,13,4,故道大，天大，地大，王亦大。,"Gù dào dà, tiān dà, dì dà, wáng yì dà.","Therefore \[gu\] the Tao \[dao\] is great/vast \[da\], heaven \[tian\] is great \[da\], earth \[di\] is great \[da\], the King/Avatar \[wang\] is also \[yi\] great \[da\].","Within all bounds there are four vast things, and one of them is human.",proportional-fill
25,14,4,域中有四大，,"Yù zhōng yǒu sì dà,","Within the realm/domain \[yu zhong\] there are \[you\] four \[si\] great things \[da\],","Humans model themselves on the earth,",proportional
25,15,4,而王居其一焉。,Ér wáng jū qí yī yān.,And \[er\] the King/Avatar \[wang\] occupies/dwells \[ju\] as one \[yi\] of them \[qi\] here \[yan\].,"Earth models itself on the sky,",proportional
25,16,5,人法地，,"Rén fǎ dì,","Humans \[ren\] model/follow the law of \[fa\] earth \[di\],","Earth models itself on the sky,",proportional-fill
25,17,5,地法天，,"Dì fǎ tiān,","Earth \[di\] models/follows the law of \[fa\] heaven \[tian\],","The sky models itself on the Tao,",proportional
25,18,5,天法道，,"Tiān fǎ dào,","Heaven \[tian\] models/follows the law of \[fa\] the Tao \[dao\],",The Tao models itself on being what it is.,proportional
25,19,5,道法自然。,Dào fǎ zì rán.,The Tao \[dao\] models/follows the law of \[fa\] spontaneous autonomy/self-so \[zi ran\].,The Tao models itself on being what it is.,proportional-fill
26,1,1,重為輕根，,"Zhòng wéi qīng gēn,","Heavy/mass \[zhong\] functions as/is \[wei\] the root \[gen\] of the light/weightless \[qing\],",The heavy is the root of the ungrounded.,proportional
26,2,1,靜為躁君。,Jìng wéi zào jūn.,Stillness/silence \[jing\] functions as/is \[wei\] the master/ruler \[jun\] of the restless/agitated \[zao\].,Silence is the ruler of the agitated.,proportional
26,3,2,是以君子終日行不離輜重。,Shì yǐ jūn zǐ zhōng rì xíng bù lí zī zhòng.,Therefore \[shi yi\] the noble person/sage \[jun zi\] all \[zhong\] day \[ri\] travels \[xing\] not \[bu\] leaving/separating from \[li\] the heavy baggage train/supply lines \[zi zhong\].,"Therefore, the sage travels all day without becoming disconnected from sustenance.",proportional
26,4,2,雖有榮觀，,"Suī yǒu róng guān,","Even though \[sui\] there are \[you\] glorious \[rong\] sights/views \[guan\],","Even when the sights are glorious, their equanimity is undisturbed.",proportional
26,5,2,燕處超然。,Yàn chǔ chāo rán.,Peacefully \[yan\] dwelling \[chu\] detached/transcendent \[chao ran\].,"Even when the sights are glorious, their equanimity is undisturbed.",proportional-fill
26,6,3,奈何萬乘之主，,"Nài hé wàn shèng zhī zhǔ,","How could \[nai he\] ten thousand \[wan\] chariots' \[sheng zhi\] lord/master \[zhu\],",How could a great ruler become ungrounded in their being?,proportional
26,7,3,而以身輕天下？,Ér yǐ shēn qīng tiān xià?,And/yet \[er\] use \[yi\] their body/person \[shen\] lightly \[qing\] in the world \[tian xia\]?,To become ungrounded is to lose connection with one’s roots.,proportional
26,8,4,輕則失本，,"Qīng zé shī běn,","Light/weightless \[qing\] then/thus \[ze\] loses \[shi\] the root/foundation \[ben\],",To become agitated is to lose one’s mastery.,proportional
26,9,4,躁則失君。,Zào zé shī jūn.,Restless/agitated \[zao\] then/thus \[ze\] loses \[shi\] the master/ruler \[jun\].,To become agitated is to lose one’s mastery.,proportional-fill
27,1,1,善行無轍跡，,"Shàn xíng wú zhé jì,","Expert/masterful \[shan\] traveling/executing \[xing\] has no \[wu\] ruts/tracks \[zhe ji\],",Masterful traveling leaves no tracks.,proportional
27,2,1,善言無瑕謫，,"Shàn yán wú xiá zhé,","Expert/masterful \[shan\] speaking/words \[yan\] has no \[wu\] flaws/blemishes \[xia\] or blame \[zhe\],",Masterful speaking is flawless.,proportional
27,3,1,善計不用籌策，,"Shàn jì bù yòng chóu cè,","Expert/masterful \[shan\] calculating/planning \[ji\] does not \[bu\] use \[yong\] counting rods/tallies \[chou ce\],",Masterful speaking is flawless.,proportional-fill
27,4,1,善閉無關楗而不可開，,"Shàn bì wú guān jiàn ér bù kě kāi,","Expert/masterful \[shan\] closing \[bi\] has no \[wu\] bolts/locks \[guan jian\] yet \[er\] cannot \[bu ke\] be opened \[kai\],",Masterful calculating uses no abacus.,proportional
27,5,1,善結無繩約而不可解。,Shàn jié wú shéng yuē ér bù kě jiě.,Expert/masterful \[shan\] tying/knotting \[jie\] has no \[wu\] ropes/cords \[sheng yue\] yet \[er\] cannot \[bu ke\] be untied \[jie\].,"Masterful security uses no locks, yet cannot be breached.",proportional
27,6,2,是以聖人常善救人，,"Shì yǐ shèng rén cháng shàn jiù rén,","Therefore the sage is always masterful (shan) at rescuing (jiu) people,","Masterful security uses no locks, yet cannot be breached.",proportional-fill
27,7,2,故無棄人；,gù wú qì rén;,and so there are no abandoned (qi) people;,"Masterful tying uses no ropes, yet cannot be untied.",proportional
27,8,2,常善救物，,"Cháng shàn jiù wù,","always masterful at rescuing things (wu),","Therefore the sage is always masterful at rescuing people, and so no one is abandoned.",proportional
27,9,2,故無棄物。,gù wú qì wù.,and so there are no abandoned things.,"Therefore the sage is always masterful at rescuing people, and so no one is abandoned.",proportional-fill
27,10,2,是謂襲明。,Shì wèi xí míng.,This \[shi\] is called \[wei\] inheriting/wearing \[xi\] illumination/clarity \[ming\].,"Always masterful at rescuing things, and so nothing is abandoned.",proportional
27,11,3,故善人者，,"Gù shàn rén zhě,","Therefore \[gu\] the masterful/expert \[shan\] person \[ren\] those \[zhe\],",This is called clarity worn covered.,proportional
27,12,3,不善人之師；,bù shàn rén zhī shī;,is the un-masterful \[bu shan\] person's \[ren zhi\] teacher/master \[shi\];,This is called clarity worn covered.,proportional-fill
27,13,3,不善人者，,"Bù shàn rén zhě,","The un-masterful \[bu shan\] person \[ren\] those \[zhe\],","Therefore, the masterful one naturally teaches the novice.",proportional
27,14,3,善人之資。,shàn rén zhī zī.,is the masterful \[shan\] person's \[ren zhi\] raw material/resource \[zi\].,And the novice is the raw material of the master.,proportional
27,15,4,不貴其師，,"Bù guì qí shī,","Not \[bu\] valuing/honoring \[gui\] their \[qi\] teacher/master \[shi\],",And the novice is the raw material of the master.,proportional-fill
27,16,4,不愛其資，,"bù ài qí zī,","not \[bu\] loving/cherishing \[ai\] their \[qi\] raw material/resource \[zi\],",Not valuing the master and not loving their raw material is a sign of great confusion.,proportional
27,17,4,雖智大迷，,"suī zhì dà mí,","Even if \[sui\] intelligent/clever \[zhi\] they are massively/greatly \[da\] confused/lost \[mi\],",Even those who appear intelligent are lost. This is the essential secret.,proportional
27,18,4,是謂要妙。,shì wèi yào miào.,this \[shi\] is called \[wei\] the crucial/essential \[yao\] secret/micro-process \[miao\].,Even those who appear intelligent are lost. This is the essential secret.,proportional-fill
28,1,1,知其雄，守其雌，,"Zhī qí xióng, shǒu qí cí,","Knowing \[zhi\] the/its \[qi\] male/active \[xiong\], guarding/holding \[shou\] the/its \[qi\] female/receptive \[ci\],","To know assertive energy, we must attune to yielding energy,",exact-count
28,2,1,為天下谿。,wéi tiān xià xī.,functioning as/being \[wei\] the world's \[tian xia\] ravine/funnel \[xi\].,Embody the deep ravine of the world.,exact-count
28,3,1,為天下谿，常德不離，,"Wéi tiān xià xī, cháng dé bù lí,","Functioning as \[wei\] the world's \[tian xia\] ravine \[xi\], constant/eternal \[chang\] virtue/capacity \[de\] does not \[bu\] leave/depart \[li\],",Embodying the deep ravine of the world — this is where integrity accumulates without leaving.,exact-count
28,4,1,復歸於嬰兒。,fù guī yú yīng ér.,reverting/returning \[fu gui\] to \[yu\] the infant/unformatted state \[ying er\].,Become like an infant again.,exact-count
28,5,2,知其白，守其黑，,"Zhī qí bái, shǒu qí hēi,","Knowing \[zhi\] the/its \[qi\] white/light \[bai\], guarding/holding \[shou\] the/its \[qi\] black/dark \[hei\],","To know light, we must attune to darkness.",exact-count
28,6,2,為天下式。,wéi tiān xià shì.,functioning as/being \[wei\] the world's \[tian xia\] model/pattern \[shi\].,Embody the pattern of the world.,exact-count
28,7,2,為天下式，常德不忒，,"Wéi tiān xià shì, cháng dé bù tè,","Functioning as \[wei\] the world's \[tian xia\] model/pattern \[shi\], constant/eternal \[chang\] virtue/capacity \[de\] does not \[bu\] deviate/err \[te\],",Embodying the pattern of the world — this is how integrity manifests without deviation.,exact-count
28,8,2,復歸於無極。,fù guī yú wú jí.,reverting/returning \[fu gui\] to \[yu\] the limitless/infinite \[wu ji\].,Return to the limitless.,exact-count
28,9,3,知其榮，守其辱，,"Zhī qí róng, shǒu qí rǔ,","Knowing \[zhi\] the/its \[qi\] glory/honor \[rong\], guarding/holding \[shou\] the/its \[qi\] disgrace/humility \[ru\],","To know glory, we must welcome disgrace.",exact-count
28,10,3,為天下谷。,wéi tiān xià gǔ.,functioning as/being \[wei\] the world's \[tian xia\] valley/basin \[gu\].,Embody the reservoir of the world.,exact-count
28,11,3,為天下谷，常德乃足，,"Wéi tiān xià gǔ, cháng dé nǎi zú,","Functioning as \[wei\] the world's \[tian xia\] valley/basin \[gu\], constant/eternal \[chang\] virtue/capacity \[de\] then/thus \[nai\] is sufficient/full \[zu\],","Embodying the reservoir of the world, integrity is abundant.",exact-count
28,12,3,復歸於樸。,fù guī yú pǔ.,reverting/returning \[fu gui\] to \[yu\] the uncarved wood \[pu\].,Return to the uncarved wood.,exact-count
28,13,4,樸散則為器，,"Pǔ sàn zé wéi qì,","The uncarved wood \[pu\] scatters/is cut \[san\] then/thus \[ze\] functions as/becomes \[wei\] tools/instruments \[qi\],","When the uncarved wood is carved, it is made into various tools.",exact-count
28,14,4,聖人用之，則為官長，,"shèng rén yòng zhī, zé wéi guān zhǎng,","The Sage \[sheng ren\] uses \[yong\] them \[zhi\], then/thus \[ze\] functions as/becomes \[wei\] the chief administrator/executive \[guan zhang\],",The sage uses them as the master orchestrator.,exact-count
28,15,4,故大制不割。,gù dà zhì bù gē.,therefore \[gu\] the Great \[da\] System/Administrator \[zhi\] does not \[bu\] cut/carve \[ge\].,"Therefore, the great orchestrator itself does not carve.",exact-count
29,1,1,將欲取天下而為之，,"Jiāng yù qǔ tiān xià ér wéi zhī,","About to/wishing to \[jiang yu\] take/seize \[qu\] the world \[tian xia\] and \[er\] act upon/force \[wei\] it \[zhi\],",Those who wish to force their will upon the world — I see that this cannot be done.,proportional
29,2,1,吾見其不得已。,wú jiàn qí bù dé yǐ.,I \[wu\] see \[jian\] it \[qi\] cannot be done/succeed \[bu de yi\].,The world is a sacred vessel. It cannot be forced. It cannot be grasped.,proportional
29,3,1,天下神器，,"Tiān xià shén qì,","The world \[tian xia\] is a divine/sacred \[shen\] vessel/system \[qi\],",Those who force it ruin it. Those who grasp it lose it.,proportional
29,4,1,不可為也，不可執也。,"bù kě wéi yě, bù kě zhí yě.","it cannot \[bu ke\] be forced/acted upon \[wei\] particle \[ye\], it cannot \[bu ke\] be grasped/held \[zhi\] particle \[ye\].",Those who force it ruin it. Those who grasp it lose it.,proportional-fill
29,5,1,為者敗之，執者失之。,"Wéi zhě bài zhī, zhí zhě shī zhī.","Those who force/act \[wei zhe\] ruin \[bai\] it \[zhi\], those who grasp/hold \[zhi zhe\] lose \[shi\] it \[zhi\].","Therefore, sometimes leading, sometimes following,",proportional
29,6,2,故物或行或隨；,Gù wù huò xíng huò suí;,Therefore \[gu\] physical entities/matter \[wu\] perhaps/sometimes \[huo\] lead/move forward \[xing\] sometimes \[huo\] follow \[sui\];,"Sometimes breathing heavily, sometimes breathing easily,",proportional
29,7,2,或歔或吹；,huò xū huò chuī;,sometimes \[huo\] pant/breathe heavy \[xu\] sometimes \[huo\] blow/breathe easy \[chui\];,"Sometimes strong, sometimes weak,",proportional
29,8,2,或強或羸；,huò qiáng huò léi;,sometimes \[huo\] are strong/robust \[qiang\] sometimes \[huo\] are weak/fragile \[lei\];,"Sometimes strong, sometimes weak,",proportional-fill
29,9,2,或挫或隳。,huò cuò huò huī.,sometimes \[huo\] are supported/safe \[cuo\] sometimes \[huo\] fall/are destroyed \[hui\].,"Sometimes safe, sometimes imperiled.",proportional
29,10,3,是以聖人去甚，,"Shì yǐ shèng rén qù shèn,","Therefore \[shi yi\] the Sage \[sheng ren\] removes/deletes \[qu\] the extreme \[shen\],","Therefore the sage removes the extreme, the extravagant, the excessive.",proportional
29,11,3,去奢，去泰。,"qù shē, qù tài.","removes \[qu\] the extravagant \[she\], removes \[qu\] the excessive \[tai\].","Therefore the sage removes the extreme, the extravagant, the excessive.",proportional-fill
30,1,1,以道佐人主者，,"Yǐ dào zuǒ rén zhǔ zhě,","One who uses \[yi\] the Tao \[dao\] to assist \[zuo\] the ruler \[zhu\] of men \[ren\] those \[zhe\],",One who rules in alignment with the Tao does not use military force to dominate the world.,proportional
30,2,1,不以兵強天下。,bù yǐ bīng qiáng tiān xià.,does not \[bu\] use \[yi\] military force \[bing\] to dominate/force \[qiang\] the world \[tian xia\].,Such undertakings tend to come back on you.,proportional
30,3,1,其事好還。,Qí shì hào huán.,Such \[qi\] affairs/actions \[shi\] are prone to/tend to \[hao\] return/cycle back \[huan\].,Such undertakings tend to come back on you.,proportional-fill
30,4,1,師之所處，荊棘生焉。,"Shī zhī suǒ chǔ, jīng jí shēng yān.","Where \[suo chu\] armies \[shi zhi\] are stationed/positioned, thorns and brambles \[jing ji\] grow \[sheng\] there \[yan\].","Where armies camp, thorns and brambles grow.",proportional
30,5,1,大軍之後，必有凶年。,"Dà jūn zhī hòu, bì yǒu xiōng nián.","After \[zhi hou\] a great \[da\] army/campaign \[jun\], there must \[bi\] be \[you\] a disastrous/famine \[xiong\] year \[nian\].","Where armies camp, thorns and brambles grow.",proportional-fill
30,6,2,善有果而已，,"Shàn yǒu guǒ ér yǐ,","The masterful/expert \[shan\] achieves \[you\] the result/target \[guo\] and \[er\] stops/terminates \[yi\],","After a big military campaign, a year of disaster follows.",proportional
30,7,2,不敢以取強。,bù gǎn yǐ qǔ qiáng.,does not \[bu\] dare \[gan\] to use it \[yi\] to seize/take \[qu\] domination/strength \[qiang\].,The masterful one halts after succeeding and never pushes on to seize dominance.,proportional
30,8,2,果而勿矜，,"Guǒ ér wù jīn,","Achieve the result \[guo\] but \[er\] do not \[wu\] boast \[jin\],",The masterful one halts after succeeding and never pushes on to seize dominance.,proportional-fill
30,9,2,果而勿伐，,"guǒ ér wù fá,","achieve the result \[guo\] but \[er\] do not \[wu\] brag/attack \[fa\],","They succeed without boasting, succeed without bragging, succeed without arrogance.",proportional
30,10,2,果而勿驕。,guǒ ér wù jiāo.,achieve the result \[guo\] but \[er\] do not \[wu\] be arrogant \[jiao\].,"They succeed without boasting, succeed without bragging, succeed without arrogance.",proportional-fill
30,11,2,果而不得已，,"Guǒ ér bù dé yǐ,","Achieve the result \[guo\] but \[er\] only when unavoidable/had no choice \[bu de yi\],",They succeed because their actions are unavoidable. They succeed without using excessive force.,proportional
30,12,2,果而勿強。,guǒ ér wù qiáng.,achieve the result \[guo\] but \[er\] do not \[wu\] force/dominate \[qiang\].,"When things reach their prime, they decay.",proportional
30,13,3,物壯則老，,"Wù zhuàng zé lǎo,","Physical entities/matter \[wu\] reaching peak strength \[zhuang\] then/thus \[ze\] age/decay \[lao\],","When things reach their prime, they decay.",proportional-fill
30,14,3,是謂不道，,"shì wèi bù dào,","this \[shi\] is called \[wei\] not-Tao \[bu dao\],",This is called not-Tao. Not-Tao comes to an early end.,proportional
30,15,3,不道早已。,bù dào zǎo yǐ.,not-Tao \[bu dao\] ends/ceases \[yi\] early \[zao\].,This is called not-Tao. Not-Tao comes to an early end.,proportional-fill
31,1,1,夫佳兵者，不祥之器，,"Fú jiā bīng zhě, bù xiáng zhī qì,","Now then \[fu\] fine/beautiful \[jia\] weapons/military \[bing zhe\], are tools/instruments \[qi\] of ill omen/inauspiciousness \[bu xiang zhi\],",Understand that even the most finely-crafted weapons truly are instruments of ill omen.,proportional
31,2,1,物或惡之，,"wù huò wù zhī,","physical entities/matter \[wu\] perhaps/naturally \[huo\] despise/hate \[wu\] them \[zhi\],",Living things recoil from them.,proportional
31,3,1,故有道者不處。,gù yǒu dào zhě bù chǔ.,therefore \[gu\] those possessing the Tao \[you dao zhe\] do not \[bu\] dwell/stay \[chu\] with them.,Those who are with the Tao do not dwell among them.,proportional
31,4,2,君子居則貴左，,"Jūn zǐ jū zé guì zuǒ,","The noble person/sage \[jun zi\] at home/dwelling \[ju\] then/thus \[ze\] favors/values \[gui\] the left \[zuo\],","In times of peace, the sage chooses creation. When the military must be used, they choose destruction.",proportional
31,5,2,用兵則貴右。,yòng bīng zé guì yòu.,using \[yong\] the military \[bing\] then/thus \[ze\] favors/values \[gui\] the right \[you\].,"In times of peace, the sage chooses creation. When the military must be used, they choose destruction.",proportional-fill
31,6,2,兵者不祥之器，,"Bīng zhě bù xiáng zhī qì,","Weapons/military \[bing zhe\] are tools \[qi\] of ill omen \[bu xiang zhi\],",Weapons are tools of ill omen. They are not the tools of the sage.,proportional
31,7,2,非君子之器，,"fēi jūn zǐ zhī qì,","they are not \[fei\] the noble person's/sage's \[jun zi zhi\] tools \[qi\],","When the circumstances are unavoidable, calm detachment is essential.",proportional
31,8,2,不得已而用之，,"bù dé yǐ ér yòng zhī,","only when unavoidable/had no choice \[bu de yi\] and \[er\] using \[yong\] them \[zhi\],","Achieve victory, but don’t revel in it.",proportional
31,9,2,恬淡為上。,tián dàn wéi shàng.,calm/bland detachment \[tian dan\] functions as/is \[wei\] supreme/best \[shang\].,"Achieve victory, but don’t revel in it.",proportional-fill
31,10,3,勝而不美，,"Shèng ér bù měi,","Achieving victory \[sheng\] but \[er\] not \[bu\] glorifying/beautifying \[mei\] it,",To glorify battle is to rejoice in killing people.,proportional
31,11,3,而美之者，是樂殺人。,"ér měi zhī zhě, shì lè shā rén.","and \[er\] those who glorify/beautify \[mei zhi\] it \[zhe\], this \[shi\] is delighting/rejoicing \[le\] in killing \[sha\] people \[ren\].",Understand that whomever rejoices in killing people cannot achieve their purpose in the world.,proportional
31,12,3,夫樂殺人者，,"Fú lè shā rén zhě,","Now then \[fu\] those who delight in killing people \[le sha ren zhe\],",Auspicious occasions honor the left; inauspicious occasions honor the right.,proportional
31,13,3,則不可得志於天下矣。,zé bù kě dé zhì yú tiān xià yǐ.,then/thus \[ze\] cannot \[bu ke\] achieve/obtain \[de\] their will/purpose \[zhi\] in \[yu\] the world \[tian xia\] particle \[yi\].,"The lieutenant general stands on the left, the supreme commander on the right,",proportional
31,14,4,吉事尚左，凶事尚右。,"Jí shì shàng zuǒ, xiōng shì shàng yòu.",Auspicious occasions (ji shi) honor (shang — to place above) the left; ill-omened occasions (xiong shi) honor the right.,"The lieutenant general stands on the left, the supreme commander on the right,",proportional-fill
31,15,4,偏將軍居左，上將軍居右，,"Piān jiāng jūn jū zuǒ, shàng jiāng jūn jū yòu,","The second-in-command general \[pian jiang jun\] is positioned/dwells \[ju\] on the left \[zuo\], the commander-in-chief \[shang jiang jun\] is positioned/dwells \[ju\] on the right \[you\],",which is to say they are placed by the rites of mourning.,proportional
31,16,4,言以喪禮處之。,yán yǐ sàng lǐ chǔ zhī.,meaning/words \[yan\] they are handled/positioned \[chu zhi\] according to/using \[yi\] funeral rites \[sang li\].,"When many have been killed, weep for them with sorrow and grief.",proportional
31,17,4,殺人之眾，以悲哀泣之，,"Shā rén zhī zhòng, yǐ bēi āi qì zhī,","When the masses \[zhong\] of people \[ren\] are killed \[sha zhi\], weep for them \[qi zhi\] with/using \[yi\] sorrow \[bei\] and grief \[ai\],",A victory in battle should be treated like a funeral rite.,proportional
31,18,4,戰勝以喪禮處之。,zhàn shèng yǐ sàng lǐ chǔ zhī.,a victorious battle \[zhan sheng\] is handled/positioned \[chu zhi\] according to/using \[yi\] funeral rites \[sang li\].,A victory in battle should be treated like a funeral rite.,proportional-fill
32,1,1,道常無名。,Dào cháng wú míng.,The Tao \[dao\] is eternally \[chang\] nameless \[wu ming\].,"The Tao is ever nameless, uncarved.",proportional
32,2,1,樸雖小，天下莫能臣也。,"Pǔ suī xiǎo, tiān xià mò néng chén yě.","Though the uncarved wood \[pu\] is small \[xiao\], no one in the world \[tian xia\] can \[neng\] subordinate/master \[chen\] it \[ye\].","Though small, nothing in the world can make it a subject.",proportional
32,3,1,侯王若能守之，萬物將自賓。,"Hóu wáng ruò néng shǒu zhī, wàn wù jiāng zì bīn.","If lords and kings \[hou wang\] can \[neng\] preserve/hold \[shou\] it \[zhi\], the ten thousand things \[wan wu\] will naturally \[zi\] submit/align themselves \[bin\].","If rulers hold it, the countless things align with it of themselves.",proportional
32,4,1,天地相合，以降甘露，,"Tiān dì xiāng hé, yǐ jiàng gān lù,","Heaven and Earth \[tian di\] unite \[xiang he\] to send down \[yi jiang\] sweet dew \[gan lu\],",Sky and earth join together to send down sweet dew.,proportional
32,5,1,民莫之令而自均。,Mín mò zhī lìng ér zì jūn.,"The people \[min\], without anyone ordering/commanding \[mo zhi ling\] them, naturally \[zi\] equalize/harmonize \[jun\].","Without any external command, the people naturally harmonize.",proportional
32,6,2,始制有名，,"Shǐ zhì yǒu míng,","Once cutting/instituting begins \[shi zhi\], there are names \[you ming\].","Once there is cutting, there are names.",proportional
32,7,2,名亦既有，夫亦將知止，,"Míng yì jì yǒu, fú yì jiāng zhī zhǐ,","Since names \[ming\] already exist \[ji you\], one must \[fu yi jiang\] know when to stop \[zhi zhi\],","Since names already exist, one must know when to stop.",proportional
32,8,2,知止可以不殆。,Zhī zhǐ kě yǐ bù dài.,"Knowing when to stop \[zhi zhi\], one can avoid \[ke yi bu\] danger/exhaustion \[dai\].","Knowing when to stop, you come to no danger.",proportional
32,9,3,譬道之在天下，,"Pì dào zhī zài tiān xià,","To compare \[pi\] the Tao \[dao\] in the world \[zai tian xia\],","In this world, with its high streams and valleys, the Tao is like the river and the deep sea.",proportional
32,10,3,猶川谷之於江海。,Yóu chuān gǔ zhī yú jiāng hǎi.,It is like \[you\] streams and valleys \[chuan gu\] flowing to \[zhi yu\] rivers and seas \[jiang hai\].,"In this world, with its high streams and valleys, the Tao is like the river and the deep sea.",proportional-fill
33,1,1,知人者智，,"Zhī rén zhě zhì,",One who knows \[zhi\] others \[ren\] has intelligence \[zhi\].,One who knows others is intelligent.,exact-count
33,2,1,自知者明。,Zì zhī zhě míng.,One who knows \[zhi\] themselves \[zi\] has illumination/clarity \[ming\].,One who knows themselves sees clearly.,exact-count
33,3,2,勝人者有力，,"Shèng rén zhě yǒu lì,",One who overcomes/defeats \[sheng\] others \[ren\] has force \[li\].,One who overcomes others has force.,exact-count
33,4,2,自勝者強。,Zì shèng zhě qiáng.,One who overcomes/defeats \[sheng\] themselves \[zi\] has true strength \[qiang\].,One who overcomes themselves is strong.,exact-count
33,5,3,知足者富。,Zhī zú zhě fù.,"One who knows \[zhi\] ""enough"" \[zu\] is wealthy \[fu\].",One who knows they have enough is wealthy.,exact-count
33,6,3,強行者有志。,Qiáng xíng zhě yǒu zhì.,One who acts with perseverance/vigor \[qiang xing\] has willpower \[zhi\].,One who forces themselves onward has will.,exact-count
33,7,4,不失其所者久。,Bù shī qí suǒ zhě jiǔ.,One who does not \[bu\] lose \[shi\] their place/foundation \[suo\] endures \[jiu\].,"One who does not lose their rootedness, endures.",exact-count
33,8,4,死而不亡者壽。,Sǐ ér bù wáng zhě shòu.,One who dies \[si\] but does not \[bu\] perish \[wang\] has true longevity \[shou\].,One who dies but does not perish has long life.,exact-count
34,1,1,大道汎兮，其可左右。,"Dà dào fàn xī, qí kě zuǒ yòu.","The Great Tao \[da dao\] overflows/floods \[fan\] oh \[xi\], it can \[ke\] go left and right \[zuo you\].",The great Tao overflows to the left and to the right.,exact-count
34,2,1,萬物恃之以生而不辭，,"Wàn wù shì zhī yǐ shēng ér bù cí,","The ten thousand things \[wan wu\] rely on \[shi\] it \[zhi\] to live/boot up \[sheng\], yet \[er\] it does not refuse/turn them away \[bu ci\].","The countless things rely on it to live, yet it refuses none.",exact-count
34,3,1,功成而不名有。,Gōng chéng ér bù míng yǒu.,"The work/task \[gong\] is completed \[cheng\], yet \[er\] it does not \[bu\] claim the name of ownership \[ming you\].",It works without claiming to be the owner.,exact-count
34,4,2,衣養萬物而不為主，,"Yī yǎng wàn wù ér bù wéi zhǔ,","It clothes and nourishes \[yi yang\] the ten thousand things \[wan wu\], yet \[er\] does not \[bu\] act as \[wei\] their master/owner \[zhu\].","The Tao clothes and nourishes the countless things, yet it claims no ownership.",exact-count
34,5,2,常無欲，可名於小；,"Cháng wú yù, kě míng yú xiǎo;","Eternally \[chang\] without desire/overhead demand \[wu yu\], it can be named \[ke ming\] among the small \[yu xiao\];","Ever desireless, it can be called small.",exact-count
34,6,2,萬物歸焉而不為主，可名為大。,"Wàn wù guī yān ér bù wéi zhǔ, kě míng wéi dà.","The ten thousand things \[wan wu\] return/drain \[gui\] to it \[yan\], yet \[er\] it does not \[bu\] act as \[wei\] their master \[zhu\], it can be named \[ke ming\] as great \[wei da\].","The countless things return to it. Without acting as their master, it can be called great.",exact-count
34,7,3,以其終不自為大，,"Yǐ qí zhōng bù zì wéi dà,","Because \[yi\] to the very end \[qi zhong\] it does not \[bu\] make itself \[zi wei\] great \[da\],","It never makes itself great,",exact-count
34,8,3,故能成其大。,Gù néng chéng qí dà.,Therefore \[gu\] it successfully completes \[neng cheng\] its greatness \[qi da\].,and so completes its greatness.,exact-count
35,1,1,執大象，天下往。,"Zhi da xiang, tian xia wang","Hold the Great Image/Form (da xiang), the world goes/routes to you (wang).","Embody the great form, and the world routes to you.",exact-count
35,2,1,往而不害，安平太。,"Wang er bu hai, an ping tai","Routing/going without harm (bu hai), there is safety, peace, and immense stability (an ping tai).","This route is free of harm. It offers safety, peace, and stability.",exact-count
35,3,1,樂與餌，過客止。,"Le yu er, guo ke zhi","Music and fine food/bait (er), passing guests halt/stop (zhi).",The allure of music and fine food causes passing guests to stop.,exact-count
35,4,2,道之出口，淡乎其無味。,"Dao zhi chu kou, dan hu qi wu wei","The Tao exiting the mouth, it is bland/detached (dan), lacking flavor/taste (wu wei).",Attempt to speak the Tao. It is bland and flavorless.,exact-count
35,5,2,視之不足見，,Shi zhi bu zu jian,"Look at it, not sufficient/enough to be seen.",Look for it. It can’t be seen.,exact-count
35,6,2,聽之不足聞，,Ting zhi bu zu wen,"Listen to it, not sufficient/enough to be heard.",Listen for it. It can’t be heard.,exact-count
35,7,2,用之不可既。,Yong zhi bu ke ji,"Use it, it cannot be exhausted/used up (bu ke ji).",Use it. It is inexhaustible.,exact-count
36,1,1,將欲歙之，必固張之；,"Jiāng yù xì zhī, bì gù zhāng zhī;","About to desire to contract it, must firmly expand it.",Contraction requires firm expansion.,exact-count
36,2,1,將欲弱之，必固強之；,"Jiāng yù ruò zhī, bì gù qiáng zhī;","About to desire to weaken it, must firmly strengthen it.",Weakening requires firm strengthening.,exact-count
36,3,1,將欲廢之，必固興之；,"Jiāng yù fèi zhī, bì gù xīng zhī;","About to desire to abolish it, must firmly elevate it.",Abolishing requires firm elevation.,exact-count
36,4,1,將欲奪之，必固與之。,"Jiāng yù duó zhī, bì gù yǔ zhī.","About to desire to take from it, must firmly give to it.",Removing requires firm giving.,exact-count
36,5,2,是謂微明。,Shì wèi wēi míng.,This is called subtle illumination.,This is called subtle clarity.,exact-count
36,6,2,柔弱勝剛強。,Róu ruò shèng gāng qiáng.,Soft and weak overcomes hard and strong.,The soft and yielding overcome the hard and strong.,exact-count
36,7,3,魚不可脫於淵，,"Yú bù kě tuō yú yuān,",Fish cannot be removed from the deep abyss.,Fish cannot detach from the deep abyss.,exact-count
